,name,best_loss_test,best_acc_test,best_loss_val,best_acc_val,best_acc_epochs,best_loss_epochs
0,female,0.07419854951343888,0.6869495596477182,0.08075440454902985,0.6589271417133707,3,3
1,income_group,0.2556194369558146,0.29063250600480384,0.24278040596539732,0.32826261008807045,0,4
2,race.ethnicity,0.199812107987171,0.5308246597277823,0.2016253383566228,0.5732586068855084,1,5
3,married,0.12758552789497224,0.7069655724579663,0.12906554491640188,0.7037630104083267,4,4
4,high.educ_group,0.05587199251588771,0.8742994395516414,0.05158939773889424,0.8831064851881505,0,0
5,BMI_norm,0.2919919675975155,5.1336882005604485,0.2998921842552167,5.272587210393315,0,2
6,age_norm,0.844434629735038,47.23548526321057,0.8907035784877902,49.82361826961569,0,5
7,vol_norm,0.8594136051028323,0.8623377217398919,0.881785115592474,0.8847857582941353,0,5
8,weight_norm,0.1598528212218212,86.94529373498798,0.19761965578322033,107.48701461168935,0,4
9,height_norm,1.0520128993820057,10.45687722052642,1.0469340316002802,10.40638604633707,0,4
10,nihtbx_fluidcomp_uncorrected_norm,0.9900990128039932,0.7426357589978233,0.9890044848378703,0.7418146919879653,0,4
11,nihtbx_cryst_uncorrected_norm,1.032552604583667,0.6355349904923939,1.031593634282426,0.6349447722240292,0,2
12,nihtbx_pattern_uncorrected_norm,0.9745641239554144,0.8770679629641213,0.9854178264486589,0.8868360313250601,0,4
13,nihtbx_picture_uncorrected_norm,0.9202517287267313,0.8442193207691153,0.9578368749687249,0.8786993461957066,0,3
14,nihtbx_list_uncorrected_norm,1.0557325743407227,0.8359733685385808,1.017714757743695,0.8058689138811049,0,2
15,nihtbx_flanker_uncorrected_norm,1.0715194225693054,0.8816623611389112,1.0405141496009307,0.8561509363740992,0,5
16,nihtbx_picvocab_uncorrected_norm,1.2345631387922837,0.7977372620752853,1.1660403518127003,0.75345945701874,0,2
17,nihtbx_cardsort_uncorrected_norm,1.1287445972402923,0.9701858166220476,1.1743423058759508,1.009378596627302,0,3
18,nihtbx_totalcomp_uncorrected_norm,0.9947165740404824,0.6155778138135508,0.9996394576598779,0.6186243428336419,0,2
19,nihtbx_reading_uncorrected_norm,0.962766599998749,0.7075492425190152,0.994668879634958,0.7309944635395816,0,5
