,name,best_loss_test,best_acc_test,best_loss_val,best_acc_val,best_acc_epochs,best_loss_epochs
0,female,0.21174275846458418,0.5356285028022418,0.22443215803111238,0.5164131305044035,0,0
1,income_group,0.39745793216604536,0.29063250600480384,0.3868975795871072,0.32826261008807045,1,0
2,race.ethnicity,0.3378340123270491,0.5340272217774219,0.29979933653954416,0.5748598879103283,0,0
3,high.educ_group,0.07912132928999449,0.8742994395516414,0.07252372332436262,0.8831064851881505,1,0
4,married,0.1355109844711707,0.7077662129703763,0.14032474759104158,0.7021617293835068,0,0
5,BMI_norm,5.083576626926542,89.37747072658127,4.963051300415332,87.25843174539632,0,1
6,age_norm,2.852541408126501,159.56375100080064,2.5356769790832665,141.83917133706964,0,0
7,vol_norm,0.4960493785653523,0.49773710570018515,0.5063472653122498,0.5080701279773819,0,1
8,weight_norm,0.28436973211381605,154.67101180944755,0.3049568805434973,165.86861989591674,0,1
9,height_norm,0.9036985447733187,8.982647837019616,0.8928924389511609,8.87523456265012,0,1
10,nihtbx_fluidcomp_uncorrected_norm,1.0212748323658927,0.7660195539243895,1.006177989266413,0.7546955044504353,0,1
11,nihtbx_cryst_uncorrected_norm,1.0563631569317955,0.6501901716685848,1.064313853426491,0.6550842724961219,0,0
12,nihtbx_pattern_uncorrected_norm,1.0013034841936048,0.9011325271154423,1.0118529393827562,0.9106266458479283,0,1
13,nihtbx_picture_uncorrected_norm,1.1418825490079563,1.04753920323759,1.1955258542771718,1.0967499585605984,0,1
14,nihtbx_list_uncorrected_norm,1.086652720613991,0.8604574088958667,1.067762706258757,0.8454996419010208,0,1
15,nihtbx_flanker_uncorrected_norm,1.230749150101331,1.0126790885833667,1.1905884082265812,0.9796340001688851,0,0
16,nihtbx_picvocab_uncorrected_norm,1.140076318867594,0.7366822168672438,1.0801754684997997,0.6979762520954264,0,0
17,nihtbx_cardsort_uncorrected_norm,1.0776286067916834,0.9262506685035529,1.1207743538580865,0.9633358053630404,0,1
18,nihtbx_totalcomp_uncorrected_norm,2.160707472227782,1.337148429681245,2.1261728132506006,1.3157768402221777,0,0
19,nihtbx_reading_uncorrected_norm,0.9917066465672538,0.728817331208717,1.0275434214559147,0.7551546119708267,0,0
