,name,best_loss_test,best_acc_test,best_loss_val,best_acc_val,best_acc_epochs,best_loss_epochs
0,female,0.0835937060195031,0.6901521216973578,0.08151085687886246,0.7245796637309848,2,2
1,income_group,0.39745793216604536,0.29063250600480384,0.3868975795871072,0.32826261008807045,2,0
2,race.ethnicity,0.3378340123270491,0.5356285028022418,0.29979933653954416,0.5756605284227382,5,0
3,high.educ_group,0.07912132928999449,0.8742994395516414,0.07252372332436262,0.8831064851881505,6,0
4,married,0.1355109844711707,0.7077662129703763,0.14032474759104158,0.7021617293835068,0,0
5,BMI_norm,0.2933425597900195,5.157433759507606,0.2765877985591598,4.862857864416533,0,3
6,age_norm,0.9748955414331465,54.53309522618095,1.0971186128590373,61.369970976781424,0,6
7,vol_norm,0.4960493785653523,0.49773710570018515,0.5063472653122498,0.5080701279773819,0,1
8,weight_norm,0.18934812156365718,102.98804043234588,0.209476565627502,113.93607385908727,0,3
9,height_norm,0.6716724942453963,6.676336381605284,0.6735251482435949,6.694754240892714,0,2
10,nihtbx_fluidcomp_uncorrected_norm,1.0212748323658927,0.7660195539243895,1.006177989266413,0.7546955044504353,0,1
11,nihtbx_cryst_uncorrected_norm,1.053926832872548,0.6486907299276922,1.0549924314451562,0.6493468212069655,0,6
12,nihtbx_pattern_uncorrected_norm,1.0013034841936048,0.9011325271154423,1.0118529393827562,0.9106266458479283,0,1
13,nihtbx_picture_uncorrected_norm,0.9210575491643315,0.8449585840547438,0.9566683620333767,0.8776275903535328,0,5
14,nihtbx_list_uncorrected_norm,1.086652720613991,0.8604574088958667,1.067762706258757,0.8454996419010208,0,1
15,nihtbx_flanker_uncorrected_norm,1.048919604433547,0.863067309316203,1.0139086855421837,0.8342596929105784,0,3
16,nihtbx_picvocab_uncorrected_norm,1.140076318867594,0.7366822168672438,1.0801754684997997,0.6979762520954264,0,0
17,nihtbx_cardsort_uncorrected_norm,1.0776286067916834,0.9262506685035529,1.1207743538580865,0.9633358053630404,0,1
18,nihtbx_totalcomp_uncorrected_norm,1.2588356818267115,0.7790274211556746,1.269796892201261,0.7858105331921788,0,6
19,nihtbx_reading_uncorrected_norm,0.9954619945956765,0.7315774494595677,1.023800681169936,0.7524040716948559,0,2
